Frame,Time,Episode,Reward,Loss
67390628,00:01:00,152274.0,1598.521078293027,50265.43663782852
67407107,00:02:00,152274.0,1598.521078293027,50265.43663782852
67423471,00:03:00,152274.0,1598.521078293027,50265.43663782852
67440613,00:04:00,152274.0,1598.521078293027,50265.43663782852
67457862,00:05:00,152274.0,1598.521078293027,50265.43663782852
67475163,00:06:00,152306.0,1759.453681697144,52222.57424980041
67492519,00:07:00,152306.0,1759.453681697144,52222.57424980041
67509740,00:08:00,152306.0,1759.453681697144,52222.57424980041
67527106,00:09:00,152306.0,1759.453681697144,52222.57424980041
67544413,00:10:00,152328.0,1922.9559653934052,50848.21506783584
67561683,00:11:00,152357.0,1573.8446832076793,48814.509312508024
67578870,00:12:00,152357.0,1573.8446832076793,48814.509312508024
67596193,00:13:00,152357.0,1573.8446832076793,48814.509312508024
67613525,00:14:00,152357.0,1573.8446832076793,48814.509312508024
67630815,00:15:00,152375.0,1934.7900337324734,50301.17315176668
67648093,00:16:00,152376.0,2015.1397479490329,50246.47883194575
67665465,00:17:00,152376.0,2015.1397479490329,50246.47883194575
67682792,00:18:00,152376.0,2015.1397479490329,50246.47883194575
67700149,00:19:00,152379.0,2050.544923446851,49396.400413318086
67717445,00:20:00,152421.0,1871.4496806008385,48941.128321344804
67734732,00:21:00,152421.0,1871.4496806008385,48941.128321344804
67751974,00:22:00,152421.0,1871.4496806008385,48941.128321344804
67769347,00:23:00,152421.0,1871.4496806008385,48941.128321344804
67786728,00:24:00,152429.0,1910.4395490014913,50476.31658825724
67804068,00:25:00,152443.0,2196.437446260847,49213.97353985294
67821399,00:26:00,152444.0,2194.359910717542,49120.34258299333
67838798,00:27:01,152444.0,2194.359910717542,49120.34258299333
67856164,00:28:01,152444.0,2194.359910717542,49120.34258299333
67873490,00:29:01,152460.0,2274.881195805826,52832.57726528788
67890786,00:30:01,152464.0,2376.355277372794,52969.06024317358
67908064,00:31:01,152470.0,2375.912194321871,51886.4444965494
67925458,00:32:01,152473.0,2325.8441914452296,51647.021752227665
67942737,00:33:01,152502.0,2109.182669280577,53971.126628490965
67960109,00:34:01,152544.0,1504.341790037771,47489.56489958095
67977470,00:35:01,152550.0,1432.8217363226988,46516.52569502051
67994809,00:36:01,152559.0,1439.1680105810015,48919.81042235418
68012123,00:37:01,152559.0,1439.1680105810015,48919.81042235418
68029400,00:38:01,152564.0,1557.3658356560923,48376.42632217897
68046720,00:39:01,152565.0,1638.2650243426672,48614.12189105332
68063982,00:40:01,152573.0,1597.903347003009,47459.81105762785
68081303,00:41:01,152599.0,1526.552773033649,47346.47272579282
68098618,00:42:01,152602.0,1574.784011850601,47730.266722983346
68115949,00:43:02,152611.0,1520.9280401560372,46010.782226291354
68133311,00:44:02,152613.0,1587.6702856712006,45453.70289992995
68150614,00:45:02,152625.0,1667.516225382452,44681.56234002452
68167983,00:46:02,152640.0,1600.922408423587,43026.48801486988
68185378,00:47:02,152650.0,1652.2782132070697,45315.55940437924
